index,artist,title,mood,split
ML1786,Moloko,Party Weirdo,happy,train
ML67,System of a Down,War?,angry,train
ML927,Skip James,Hard Time Killin' Floor Blues,sad,train
ML408,Bloodhound Gang,Foxtrot Uniform Charlie Kilo,happy,train
ML1283,Mark Hollis,The Colour Of Spring,sad,train
ML252,Meshuggah,Future Breed Machine,angry,train
ML1574,Incubus,Megalomaniac,angry,train
ML482,Bernard Fanning,Shelter For My Soul,sad,train
ML1407,Noisettes,The Count Of Monte Christo,happy,train
ML1377,Good Shoes,The Photos On My Wall,happy,train
ML1431,Juanes,La Camisa Negra,happy,train
ML1819,Black Eyed Peas,Anxiety,angry,train
ML4,Bing Crosby,Swinging On A Star,happy,train
ML228,Megadeth,FFF,angry,train
ML1904,stellastarr*,Sweet Troubled Soul,happy,train
ML1742,Mamonas Assassinas,Vira-Vira,happy,train
ML378,Johnossi,Man Must Dance,happy,train
ML1599,Cars Can Be Blue,Dirty Song,happy,train
ML1873,Rachel Stevens,Fools,happy,train
ML1221,Nicki French,Total Eclipse Of The Heart,happy,train
ML1741,Megadeth,Foreclosure of a Dream,angry,train
ML454,The Acacia Strain,Demolishor,angry,train
ML1672,Robert Palmer,Every Kinda People,relaxed,train
ML759,Keb' Mo',Just Like You,relaxed,train
ML1885,Spike Jones & His City Slickers,Cocktails For Two,happy,train
ML1063,Marvin Gaye,What's Happening Brother,relaxed,train
ML837,India.Arie,These Eyes,relaxed,train
ML1723,Alice Cooper,Wake the Dead,angry,train
ML1828,Cake,Wheels,happy,train
ML1094,Susanna and the Magical Orchestra,Jolene,relaxed,train
ML647,Ashley Tisdale,He Said She Said,happy,train
ML18,Avenged Sevenfold,Coming Home,angry,train
ML1438,Steely Dan,Your Gold Teeth II,relaxed,train
ML1023,Beck,Rental Car,happy,train
ML505,LCD Soundsystem,On Repeat,happy,train
ML1329,Black Flag,Room 13,angry,train
ML859,Slayer,Altar of Sacrifice,angry,train
ML810,John Mayer,New Deep,relaxed,train
ML79,Judas Priest,Bullet Train,angry,train
ML870,The Intruders,Together,relaxed,train
ML232,Belle and Sebastian,Roy Walker,happy,train
ML1164,Dark Sanctuary,La chute de l'ange,sad,train
ML1064,Martina McBride,Wrong Again,sad,train
ML1253,Jill Scott,Show Me,relaxed,train
ML45,Polly Scattergood,I Hate The Way,sad,train
ML809,Daughtry,Call Your Name,sad,train
ML980,Nas,One Mic,angry,train
ML197,Wire,I Am the Fly,angry,train
ML1152,Judas Priest,Breaking the Law,angry,train
ML1026,Bonnie Somerville,Winding Road,relaxed,train
ML704,The Honeydrips,(Lack of) Love Will Tear Us Apart,relaxed,train
ML70,Taylor Swift,You Belong With Me,happy,train
ML683,Snow Patrol,Crazy In Love,happy,train
ML1944,David Jordan,Sun Goes Down,happy,train
ML873,Diana Krall,Little Girl Blue,relaxed,train
ML159,Stabbing Westward,Drowning,sad,train
ML1222,Ben Folds Five,For Those Of Ya'll Who Wear Fannie Packs,happy,train
ML594,Stars,What the Snowman Learned About Love,relaxed,train
ML1240,Abra Moore,On the Way,relaxed,train
ML200,Sopor Aeternus & The Ensemble Of Shadows,Bitter Sweet,sad,train
ML1029,Mariee Sioux,Wild Eyes,relaxed,train
ML585,Ozzy Osbourne,War Pigs,angry,train
ML1470,Rihanna,SOS,happy,train
ML1323,Children of Bodom,Downfall,angry,train
ML311,The New Pornographers,All For Swinging You Around,happy,train
ML1702,Rickie Lee Jones,Easy Money,relaxed,train
ML147,Sade,Cherish The Day,relaxed,train
ML982,Franz Ferdinand,Michael,happy,train
ML575,Kate Havnevik,Not Fair,relaxed,train
ML1514,Old Crow Medicine Show,Down Home Girl,happy,train
ML1330,M. Ward,For Beginners,relaxed,train
ML1530,DMX,What's My Name?,angry,train
ML948,Nile,Sacrifice Unto Sebek,angry,train
ML1499,Cat Power,Cross Bones Style,angry,train
ML706,Jill Tracy,Haunted By the Thought of You,sad,train
ML765,Sting,Children's Crusade,sad,train
ML1768,LeAnn Rimes,Big Deal,angry,train
ML335,COLD,Rain Song,sad,train
ML790,Gotan Project,Queremos paz,relaxed,train
ML1291,The Stooges,1970 (Take 3),angry,train
ML1712,The J. Geils Band,Centerfold,happy,train
ML731,Acceptance,In Too Far,relaxed,train
ML241,Eagle-Eye Cherry,Worried Eyes,relaxed,train
ML1324,N.W.A,Fuck tha Police,angry,train
ML1395,Ben Lee,Whatever It Is,relaxed,train
ML521,Blonde Redhead,For the Damaged,angry,train
ML712,Metallica,"Broken, Beat & Scarred",angry,train
ML1091,Flobots,Handlebars,angry,train
ML1583,Dashboard Confessional,The Shade Of Poison Trees,sad,train
ML180,Jack Johnson,Hope,relaxed,train
ML678,Black Kids,Listen To Your Body Tonight,happy,train
ML423,My Dying Bride,Gather Me Up Forever,sad,train
ML815,Depeche Mode,Sister Of Night,sad,train
ML1320,Duke Ellington,Satin Doll,relaxed,train
ML669,Emigrate,In My Tears,sad,train
ML1864,The Germs,Sex Boy (Live),angry,train
ML425,Coverdale/Page,Take Me For A Little While,sad,train
ML1073,Nerf Herder,Jenna Bush Army,happy,train
ML720,Smokie,Living Next Door To Alice ,relaxed,train
ML340,Busted,Fun Fun Fun,happy,train
ML1231,Nine Inch Nails,Burn,angry,train
ML1008,Enigma,The Cross of Changes,relaxed,train
ML1643,Ulrich Schnauss,On My Own,relaxed,train
ML1644,The Mars Volta,Tetragrammaton,angry,train
ML1868,"""Weird Al"" Yankovic",Trigger Happy,happy,train
ML1459,of Montreal,Your Magic Is Working,happy,train
ML259,Monkey,Sandy the River Demon,relaxed,train
ML134,New Order,Crystal,happy,train
ML1858,Dead Kennedys,One-Way Ticket to Pluto,angry,train
ML551,The Avett Brothers,If It's The Beaches,sad,train
ML893,Flyleaf,Red Sam,angry,train
ML119,Maggie Reilly,All My Heart Can Hold,sad,train
ML1508,Woven Hand,Story and Pictures,sad,train
ML1173,Morrissey,Let Me Kiss You,sad,train
ML1363,DMX,Ready To Meet Him,sad,train
ML1351,Bronco,Que Te Han Visto Llorar,sad,train
ML1877,Silbermond,Symphonie,sad,train
ML1239,Nappy Roots,Good Day,happy,train
ML1658,Tenacious D,Papagenu (He's My Sassafrass),happy,train
ML75,Grand Archives,Torn Blue Foam Couch,relaxed,train
ML825,Amber Pacific,If I Fall,sad,train
ML1484,Muse,Hyper Music,angry,train
ML1268,Rollins Band,Hotter And Hotter,angry,train
ML1213,Korn,Dead Bodies Everywhere,angry,train
ML906,The Rolling Stones,Citadel,angry,train
ML1935,Lloyd Banks,Father Time,angry,train
ML125,Billie Holiday,Lady Sings The Blues,sad,train
ML448,Eagles of Death Metal,English Girl,happy,train
ML1516,Al Martino,VOLARE,happy,train
ML519,Rare Earth,I Just Want To Celebrate,happy,train
ML1677,Hungry Lucy,To Kill a King,relaxed,train
ML826,Sally Shapiro,Time To Let Go,sad,train
ML508,As I Lay Dying,Losing Sight,angry,train
ML1710,Feelies,Fa Cé-La,angry,train
ML1408,Jamie O'Neal,All By Myself,sad,train
ML1517,Pat Boone,Speedy Gonzales,happy,train
ML1422,October Tide,Losing Tomorrow,sad,train
ML967,The Velvet Underground,Heroin,sad,train
ML1087,The Stooges,Search and Destroy,angry,train
ML1286,Beyoncé,Crazy In Love,happy,train
ML971,Moya Brennan,River,relaxed,train
ML882,Cradle of Filth,Lovesick for Mina,angry,train
ML959,Clannad,A Bridge (That Carries Us Over),relaxed,train
ML1451,Sophie Zelmani,Fire,sad,train
ML1968,Beatallica,Sgt. Hetfield's Motorbreath Pub Band,happy,train
ML1119,Selig,Ohne dich,sad,train
ML2000,Cooler Kids,All Around The World (Punk Debutante),happy,train
ML554,Ice Cube,The Predator,angry,train
ML705,Kristin Hersh,Gazebo Tree,sad,train
ML1043,Blink-182,Man Overboard,happy,train
ML1401,Celtic Woman,Beyond The Sea,relaxed,train
ML1061,The Beatles,Octopus's Garden,happy,train
ML1367,Tenacious D,Kyle Quit The Band,happy,train
ML1550,Morphine,Murder For The Money,sad,train
ML1305,Reel Big Fish,Your Guts (I Hate 'Em),angry,train
ML19,Avril Lavigne,How Does It Feel,sad,train
ML555,In Flames,Evil in a Closet,sad,train
ML1523,Girls Aloud,Whole Lotta History,sad,train
ML1107,Hayley Westenra,Let Me Lie,relaxed,train
ML835,Paradise Lost,Say Just Words,sad,train
ML163,Cassandra Wilson,If Loving You Is Wrong,relaxed,train
ML583,Donavon Frankenreiter,Butterfly,relaxed,train
ML1255,Pixies,Something Against You,angry,train
ML1479,Whiskeytown,Easy Hearts,relaxed,train
ML402,Sting,Brand New Day,happy,train
ML1657,Tracey Thorn,Nowhere Near,sad,train
ML1398,Jill Scott,Whenever You're Around,relaxed,train
ML1628,Renee Olstead,Taking A Chance On Love,relaxed,train
ML24,Lily Holbrook,Better Left Unsaid,sad,train
ML1245,Tristania,Deadlands,sad,train
ML1568,My Morning Jacket,Xmas Curtain,relaxed,train
ML158,Babyshambles,Killamangiro,happy,train
ML1966,Animal Collective,Water Curses,happy,train
ML590,Chubby Checker,The Twist,happy,train
ML579,The Polyphonic Spree,Middle of the Day,sad,train
ML1564,PJ Harvey,Snake,angry,train
ML142,Charlotte Church,Show A Little Faith,relaxed,train
ML76,Ania,Turu Tu Tu...,sad,train
ML603,Anthony Hamilton,I Tried,relaxed,train
ML1818,El-P,Stepfather Factory,sad,train
ML1270,VIRGIN BLACK,Velvet Tongue,sad,train
ML721,Mastodon,Blood and Thunder,angry,train
ML1642,The Cat Empire,The Rhythm,happy,train
ML911,New London Fire,Nadine,sad,train
ML231,theaudience,Keep In Touch,relaxed,train
ML957,Azam Ali,In Other Worlds,sad,train
ML1943,Edward Sharpe & the Magnetic Zeros,40 Day Dream,happy,train
ML1518,Inner City,Big Fun,happy,train
ML655,Eminem,Mosh,angry,train
ML916,Fiona Apple,Limp,angry,train
ML572,Britney Spears,Oops!...I Did It Again,happy,train
ML1113,Jessica Simpson,Sweetest Sin,happy,train
ML900,Scott Walker,If You Go Away,sad,train
ML1826,Mastodon,I Am Ahab,angry,train
ML1545,The Smiths,This Night Has Opened My Eyes,sad,train
ML1024,Cradle of Filth,Tonight in Flames,angry,train
ML963,Arctic Monkeys,Fake Tales of San Francisco,happy,train
ML1083,Inner Circle,Sweat ,happy,train
ML616,Opeth,White Cluster,sad,train
ML1554,50 Cent,In Da Club,happy,train
ML1080,Bruce Springsteen,State Trooper,sad,train
ML638,Vanessa Hudgens,Sneakernight,happy,train
ML1566,The Band,The Night They Drove Old Dixie Down (alternate mix),sad,train
ML1633,The Modern Lovers,Hospital,sad,train
ML1478,Pere Ubu,Modern Dance,angry,train
ML541,J. Tillman,"Cecille, My Love",relaxed,train
ML1814,The Presidents of the United States of America,Lump,happy,train
ML1581,My Dying Bride,Into the Lake of Ghosts,sad,train
ML1679,Tom Waits,Cold Cold Ground,sad,train
ML108,Darren Hayes,A Conversation With God,sad,train
ML615,Opeth,Bleak,sad,train
ML1205,Kenny Chesney,She Thinks My Tractor's Sexy,happy,train
ML1887,Garou,Gitan,happy,train
ML1153,Godsmack,Straight Out of Line,angry,train
ML1005,Great Lake Swimmers,I Will Never See the Sun,relaxed,train
ML265,Destroyer,Painter in Your Pocket,relaxed,train
ML557,Riverside,I Turned You Down,sad,train
ML1384,Isis,In Fiction,sad,train
ML1191,Celtic Woman,The Prayer,relaxed,train
ML30,Iron Maiden,Aces High,angry,train
ML1104,Machine Head,American High,angry,train
ML509,Suzi Quatro,Devil Gate Drive,happy,train
ML979,Maggie Reilly,Reunion,relaxed,train
ML1990,Boyzone,Gave It All Away,sad,train
ML943,Megadeth,Good Mourning/Black Friday,angry,train
ML384,Sparks,Slowboat,sad,train
ML1691,Toby Keith,Who's Your Daddy?,happy,train
ML441,Eppu Normaali,Tahroja paperilla,sad,train
ML1394,Cat Power,The Coat Is Always On,sad,train
ML863,Rage Against the Machine,Revolver,angry,train
ML618,Shop Boyz,Flexin',happy,train
ML110,Bloodhound Gang,The Bad Touch,happy,train
ML356,Enigma,Mea Culpa,relaxed,train
ML802,Public Enemy,Welcome to the Terrordome,angry,train
ML284,Jill Cunniff,Lazy Girls,happy,train
ML218,Mud,Lonely This Christmas,sad,train
ML1,George Michael,I Want Your Sex,happy,train
ML1738,Rammstein,Mutter,sad,train
ML586,Beach House,Childhood,relaxed,train
ML852,Wolfmother,Vagabond,happy,train
ML910,Bebel Gilberto,So Nice (Summer Samba),relaxed,train
ML1520,Groove Armada,But I Feel Good,happy,train
ML1487,Slightly Stoopid,Wiseman,relaxed,train
ML848,Goldfish,Times May Change You,relaxed,train
ML1256,Devo,Whip It,happy,train
ML1174,Art Brut,My Little Brother,happy,train
ML781,Ozzy Osbourne,Running Out of Time,angry,train
ML597,Velvet Revolver,Illegal i Song,angry,train
ML363,U2,Elvis Presley and America,sad,train
ML1811,Aly & AJ,Like Whoa,happy,train
ML926,Lucinda Williams,Broken Butterflies,sad,train
ML129,The Adicts,Chinese Takeaway,happy,train
ML1846,Zebda,Tomber La Chemise,happy,train
ML617,Manic Street Preachers,Of Walking Abortion,angry,train
ML1903,3 Doors Down,Be Somebody,sad,train
ML26,Egotrippi,Matkustaja,sad,train
ML83,Riverside,Before,sad,train
ML827,Slayer,Supremist,angry,train
ML1017,Rihanna,Let Me,happy,train
ML1977,Acid Bath,Dope Fiend,angry,train
ML913,Animal Collective,Loch Raven,relaxed,train
ML86,Symphony X,The Divine Wings Of Tragedy,sad,train
ML1528,Miley Cyrus,Breakout,happy,train
ML1370,Laura Fygi,Dream A Little Dream,relaxed,train
ML1555,Trevor Hall,Other Ways,relaxed,train
ML394,Tanya Donelly,Keeping You,relaxed,train
ML1421,Au Revoir Simone,I Couldn't Sleep,relaxed,train
ML1052,Emma Shapplin,Favola Breve,relaxed,train
ML101,Talking Heads,Psycho Killer,angry,train
ML774,Grant Lee Buffalo,Rock of Ages,sad,train
ML1186,Converge,Drop Out,angry,train
ML872,Girls Aloud,Jump,happy,train
ML1687,Donavon Frankenreiter,On My Mind,relaxed,train
ML1625,Vangelis,Tales of the Future,relaxed,train
ML1385,Sophie Zelmani,I'd Be Broken,relaxed,train
ML995,Lifehouse,The Beginning,relaxed,train
ML934,Antony and the Johnsons,The Lake,sad,train
ML977,Nina Simone,My Man's Gone Now,sad,train
ML700,Frida,Baby Don't You Cry No More,relaxed,train
ML1047,Venom,Black Metal,angry,train
ML1034,Manchester Orchestra,Shake It Out,angry,train
ML643,Erykah Badu,Window Seat,relaxed,train
ML682,Slayer,Praise of Death,angry,train
ML332,Alien Sex Fiend,Dead and Buried,angry,train
ML1876,Maximilian Hecker,My Friends,sad,train
ML1335,Neil Young,I've Loved Her So Long,sad,train
ML115,The Rolling Stones,Coming Down Again,sad,train
ML783,Blonde Redhead,Girl Boy,relaxed,train
ML1437,Shakedown,At Night,happy,train
ML885,Sneaker Pimps,How Do,relaxed,train
ML193,Juana Molina,Vaca que cambia de querencia,relaxed,train
ML1483,Remy Shand,Burning Bridges,relaxed,train
ML274,Cinema Bizarre,Lovesongs (They Kill Me),sad,train
ML854,Thea Gilmore,Whistle And Steam,relaxed,train
ML1767,Sentenced,Nepenthe,sad,train
ML1756,Sentenced,Aika Multaa Muistot (everything Is Nothing),sad,train
ML305,Heather Nova,Heart And Shoulder,relaxed,train
ML965,Megadeth,Sin,angry,train
ML1761,Slayer,Live Undead,angry,train
ML1810,Chris Garneau,Black & Blue,sad,train
ML1704,Rage Against the Machine,Bullet In The Head,angry,train
ML1762,Eliane Elias,Chega De Saudade,relaxed,train
ML57,Girls In Hawaii,Bees & butterflies,relaxed,train
ML1500,Slayer,Darkness of Christ,angry,train
ML767,50 Cent,U Not Like Me,angry,train
ML1985,Lenny Kravitz,If You Can't Say No,relaxed,train
ML600,Grand Archives,Swan Matches,relaxed,train
ML1142,Jay Brannan,Half-Boyfriend,sad,train
ML1016,Big Star,Holocaust,sad,train
ML561,The Doobie Brothers,It Keeps You Runnin',relaxed,train
ML1661,Jorge Ben,Que Maravilha,relaxed,train
ML443,Juana Molina,Son,relaxed,train
ML1872,Adam Ant,Apollo 9,happy,train
ML87,Nirvana,Scentless Apprentice,angry,train
ML1471,The Isley Brothers,Hello It's Me,relaxed,train
ML56,Dr. Dog,The Breeze,relaxed,train
ML1798,Rammstein,Eifersucht,angry,train
ML624,Franz Ferdinand,What You Waiting For?,happy,train
ML1590,Beck,Modern Guilt,relaxed,train
ML819,At The Drive-In,Alpha Centauri,angry,train
ML824,Rihanna,Stupid In Love,sad,train
ML1889,Leona Naess,Lazy Days,relaxed,train
ML1845,John O'Callaghan,Never Fade Away,relaxed,train
ML895,N-Trance,Set You Free,happy,train
ML796,Beastie Boys,The Sounds Of Science,happy,train
ML1563,Megadeth,Black Curtains,angry,train
ML211,Sandy Denny,Bushes And Briars,sad,train
ML548,Beatallica,Everybody's Got A Ticket To Ride Except For Me And My Lightning,happy,train
ML994,Pescado Rabioso,Dulce 3 Nocturno,relaxed,train
ML836,System of a Down,Soldier Side,angry,train
ML1754,Tenpole Tudor,Wunderbar,happy,train
ML937,The Presets,This Boy's In Love,happy,train
ML1138,Kim Carnes,Bette Davis Eyes (Acoustic Version),relaxed,train
ML1512,Flowing Tears,Portsall (Departure Song),sad,train
ML1683,Megadeth,Prince of Darkness,angry,train
ML1121,Queen,Mother Love,sad,train
ML1423,Alesana,Apology,sad,train
ML361,Espers,Flowery Noontide,relaxed,train
ML297,Electric Light Orchestra,Midnight Blue,relaxed,train
ML1156,Oasis,I'm Outta Time,sad,train
ML719,Laura Marling,Shine,sad,train
ML1840,The Allman Brothers Band,Stormy Monday,relaxed,train
ML989,The Cure,Out of Mind,angry,train
ML1813,Eurythmics,I Need You,sad,train
ML238,Cream,We're Going Wrong,sad,train
ML1716,Oceansize,Only Twin,sad,train
ML1869,Rivulets,Barreling Towards Nowhere Like There's No Tomorrow,sad,train
ML1077,The Ditty Bops,Waking Up In the City,happy,train
ML1076,Germs,Forming,angry,train
ML657,Nine Inch Nails,My Violent Heart,angry,train
ML59,Foals,Big Big Love (Fig. 2),relaxed,train
ML1100,Burzum,Jesus' Tod,angry,train
ML316,Keri Noble,A Dream About You,relaxed,train
ML648,Dolly Parton,9 To 5,happy,train
ML288,Richard Marx,Should've Known Better,sad,train
ML1601,Cajun Dance Party,Amylase,happy,train
ML1807,Rage Against the Machine,New Millennium Homes,angry,train
ML5,Ludacris,Get Back,angry,train
ML740,Silverchair,Lie To Me,angry,train
ML1211,The Rakes,We Are All Animals,happy,train
ML1732,At the Gates,Suicide Nation,angry,train
ML31,Norah Jones,The Prettiest Thing,relaxed,train
ML278,Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin),happy,train
ML353,Enya,Flora's Secret,relaxed,train
ML1285,Jon & Vangelis,I Hear You Now,relaxed,train
ML1938,Nicole Atkins,Together We're Both Alone,relaxed,train
ML421,Pulp,The Fear,sad,train
ML1698,Leonard Cohen,The Old Revolution,sad,train
ML1315,Hatebreed,A Call For Blood,angry,train
ML1730,Bruce Springsteen,Born in the USA,angry,train
ML1689,Slayer,Mandatory Suicide,angry,train
ML17,Collie Buddz,Mamacita,happy,train
ML337,Nick Cave and the Bad Seeds,Still in Love,sad,train
ML1062,Adele,Melt My Heart To Stone,relaxed,train
ML179,Megadeth,Dread and the Fugitive Mind,angry,train
ML1234,Enya,A Moment Lost,relaxed,train
ML1952,Rufus Wainwright,This Love Affair,sad,train
ML1897,Tone-Lōc,Wild Thing,happy,train
ML1656,The Format,On Your Porch (acoustic),sad,train
ML1414,The Cure,Why Can't I Be You?,happy,train
ML743,The Five Blobs,The Blob,happy,train
ML160,City and Colour,Save Your Scissors,relaxed,train
ML681,Megadeth,Elysian Fields,angry,train
ML417,The Corrs,Baby Be Brave (album version),relaxed,train
ML1692,M.I.A.,Jimmy,happy,train
ML1322,Rick Braun,Walk On The Wild Side,relaxed,train
ML773,Huey Lewis & The News,I Want a New Drug,happy,train
ML3,Katatonia,12,sad,train
ML877,Wu-Tang Clan,Da Mystery of Chessboxin',angry,train
ML847,Shakira,Rabiosa,happy,train
ML725,Dolly Parton,Here You Come Again,happy,train
ML702,Thrice,Under A Killing Moon,angry,train
ML1442,Sex Pistols,No Fun,angry,train
ML1456,Blur,1992,sad,train
ML1645,El Perro del Mar,This Loneliness,sad,train
ML972,Kane,Where Do I Go Now,sad,train
ML881,Psapp,Needle and Thread,relaxed,train
ML1721,Syd Barrett,Terrapin,relaxed,train
ML1860,Gil Scott-Heron,Whitey On The Moon,angry,train
ML886,Jimmy Eat World,Pain,angry,train
ML1779,Lisa Stansfield,Change,happy,train
ML66,ZZ Top,Gimme All Your Lovin',happy,train
ML1179,Theatre of Tragedy,Bacchante,sad,train
ML1258,The Waterboys,Red Army Blues,sad,train
ML1019,Richard Ashcroft,On A Beach,relaxed,train
ML1093,Samuel E. Wright,Under The Sea,happy,train
ML55,Emiliana Torrini,Jungle Drums,happy,train
ML1096,iLiKETRAiNS,Terra Nova,sad,train
ML1013,Bright Eyes,"Oh, You Are the Roots That Sleep Beneath My Feet and Hold the Earth in Place",relaxed,train
ML1405,Concrete Blonde,Everybody Knows,sad,test
ML264,Katatonia,Day,sad,test
ML1922,Above & Beyond,Home,relaxed,test
ML91,The Ataris,The Boys Of Summer,happy,test
ML625,Ke$ha,Kiss N Tell,happy,test
ML196,Jamie Cullum,Singin' In The Rain,relaxed,test
ML1184,Magnolia Electric Co.,Hard to Love a Man,sad,test
ML1983,PJ Harvey,Man-Size,angry,test
ML496,The Cat Empire,Sly,happy,test
ML61,Imogen Heap,Little Bird,relaxed,test
ML1132,Arab Strap,New Birds,sad,test
ML191,My Dying Bride,The Cry of Mankind,sad,test
ML537,Robin Williams,Friend Like Me,happy,test
ML462,Jim Brickman,Angel Eyes,relaxed,test
ML1696,Gordon Lightfoot,Carefree Highway,relaxed,test
ML733,Nine Inch Nails,I Do Not Want This,angry,test
ML242,Bic Runga,It's Over,sad,test
ML1820,Interpol,Rest My Chemistry,sad,test
ML1148,Nevermore,I Am The Dog,angry,test
ML1209,IVY,I Think Of You,relaxed,test
ML1314,Yeah Yeah Yeahs,Black Tongue,happy,test
ML1965,Cradle of Filth,The Foetus of a New Day Kicking,angry,test
ML1136,Jack Johnson,Fortunate Fool,relaxed,test
ML1139,The Innocence Mission,Small Planes,sad,test
ML1782,The Dead Weather,Will There Be Enough Water?,sad,test
ML933,Aberfeldy,Love Is an Arrow,sad,test
ML662,Pete Philly & Perquisite,Mystery Repeats,happy,test
ML307,Cake,"Mahna, Mahna",happy,test
ML338,Jennifer Lopez,Papi,happy,test
ML516,Mystery Jets,Half In Love With Elizabeth,happy,test
ML609,Gorillaz,Demon Days,relaxed,test
ML1057,The Fall,War,angry,test
ML1232,Ziggy Marley,Melancholy Mood,relaxed,test
ML747,Mudvayne,IMN,angry,test
ML185,Burial,Distant Lights,sad,test
ML260,Ray Parker Jr.,Ghostbusters,happy,test
ML1827,Louis Armstrong,That Lucky Old Sun ,relaxed,test
ML1455,Kool Keith,Tess Shit,angry,test
ML1808,Katatonia,The Longest Year,sad,test
ML1671,Mercury Rev,Holes,relaxed,test
ML1959,Dana Glover,Thinking Over,relaxed,test
ML1003,Halou,Political,relaxed,test
ML466,The Romantics,When I Look In Your Eyes,happy,test
ML1801,Leonard Cohen,Winter Lady,sad,test
ML1254,Zeromancer,Doctor Online,angry,test
ML124,Pearl Jam,Crazy Mary,sad,test
ML1280,Aerosmith,Dude (Looks Like A Lady),happy,test
ML634,The-Dream,Right Side Of My Brain,sad,test
ML1349,Miles Davis,Summertime,relaxed,test
ML1835,Blur,Sunday Sunday,happy,test
ML1674,The Notorious B.I.G.,Ready to Die,angry,test
ML1429,Interpol,The Scale,sad,test
ML1562,All Time Low,Poppin' Champagne,happy,test
ML1448,Badly Drawn Boy,This Song,relaxed,test
ML792,Cocteau Twins,Wolf in the Breast,relaxed,test
ML1481,Anathema,Fragile Dreams,sad,test
ML595,The Anti-Nowhere League,So What,angry,test
ML1705,Foo Fighters,The Pretender,angry,test
ML27,The Whitest Boy Alive,Don't Give Up,relaxed,test
ML921,Jimmy Durante,I'M The Guy Who Found The Lost Chord,happy,test
ML34,Mastodon,Megalodon,angry,test
ML494,Marilyn Monroe,You'd Be Surprised,happy,test
ML1226,Lisa Stansfield,Soul Deep,relaxed,test
ML118,Dave Matthews Band,Old Dirt Hill (Bring That Beat Back),relaxed,test
ML780,Ben Kweller,Thirteen,sad,test
ML1847,ERA,Ameno,relaxed,test
ML1007,Nine Inch Nails,Heresy,angry,test
ML801,Céline Dion,Declaration Of Love,happy,test
ML1127,At The Drive-In,Proxima Centauri,angry,test
ML438,Dinosaur Jr.,Not the Same,sad,test
ML1753,Enya,Amid the Falling Snow,relaxed,test
ML28,Opeth,By the Pain I See in Others,sad,test
ML422,Nicky Wire,Goodbye Suicide,sad,test
ML1219,Godsmack,Cryin' Like a Bitch,angry,test
ML727,2Pac,Me Against the World,angry,test
ML1605,En Vogue,Free Your Mind,happy,test
ML207,Aimee Mann,Little Bombs,sad,test
ML1292,Yo La Tengo,Big Day Coming,relaxed,test
ML909,Frank Sinatra,Nancy (With The Laughing Face),relaxed,test
ML1342,The Ronettes,Sleigh Ride,happy,test
ML1279,At The Drive-In,Chanbara,angry,test
ML1134,Nirvana,Tourette's,angry,test
ML479,"Loney, dear",Sinister in a State of Hope,relaxed,test
ML170,Nick Cave and the Bad Seeds,Oh My Lord,sad,test
ML953,Fannypack,Not This,relaxed,test
ML606,Tyler Hilton,Insomnia (Revised Album Version),relaxed,test
ML253,Young Jeezy,I Luv It,angry,test
ML1501,Papa Roach,Dead Cell,angry,test
ML280,Chicane,Autumn Tactics,relaxed,test
ML1068,Monkey,Pigsy In Space,relaxed,test
ML674,Neurosis,The Tide,sad,test
